concept_id,concept_code,concept_name,rxnorm_mapping
40896451,OMOP2094413,Spironolactone 50 MG Oral Tablet Box of 1200,Clinical Drug Box
41052156,OMOP2250118,Spironolactone 50 MG Oral Tablet Box of 20,Clinical Drug Box
41083734,OMOP2281696,Spironolactone 50 MG Oral Tablet Box of 2000,Clinical Drug Box
41069947,OMOP2267909,Spironolactone 50 MG Oral Tablet Box of 20 by AAA-Pharma,Marketed Product
41195394,OMOP2393356,Spironolactone 50 MG Oral Tablet Box of 20 by Azupharma,Marketed Product
41257317,OMOP2455279,Spironolactone 50 MG Oral Tablet Box of 20 by Novartis,Marketed Product
41132727,OMOP2330689,Spironolactone 50 MG Oral Tablet Box of 20 by Ratiopharm,Marketed Product
41146555,OMOP2344517,Spironolactone 50 MG Oral Tablet Box of 250,Clinical Drug Box
21112484,OMOP382417,Spironolactone 50 MG Oral Tablet Box of 28,Clinical Drug Box
21073295,OMOP382424,Spironolactone 50 MG Oral Tablet Box of 28 by A A H,Marketed Product
40749850,OMOP4707409,Spironolactone 50 MG Oral Tablet Box of 28 by Accord,Marketed Product
21053564,OMOP382426,Spironolactone 50 MG Oral Tablet Box of 28 by Actavis,Marketed Product
21131949,OMOP382420,Spironolactone 50 MG Oral Tablet Box of 28 by Alliance,Marketed Product
21063394,OMOP382427,Spironolactone 50 MG Oral Tablet Box of 28 by Almus,Marketed Product
21112485,OMOP382423,Spironolactone 50 MG Oral Tablet Box of 28 by DE,Marketed Product
21122144,OMOP382419,Spironolactone 50 MG Oral Tablet Box of 28 by Kent,Marketed Product
21122143,OMOP382418,Spironolactone 50 MG Oral Tablet Box of 28 by Mawdsley-Brooks,Marketed Product
40749851,OMOP4707408,Spironolactone 50 MG Oral Tablet Box of 28 by NorthStar Healthcare Unlimited Company,Marketed Product
21073296,OMOP382425,Spironolactone 50 MG Oral Tablet Box of 28 by TEVA,Marketed Product
21141892,OMOP382422,Spironolactone 50 MG Oral Tablet Box of 28 by Waymade,Marketed Product
21073297,OMOP382428,Spironolactone 50 MG Oral Tablet Box of 30,Clinical Drug Box
41052155,OMOP2250117,Spironolactone 50 MG Oral Tablet Box of 300,Clinical Drug Box
21053565,OMOP382431,Spironolactone 50 MG Oral Tablet Box of 30 by A A H,Marketed Product
21141893,OMOP382430,Spironolactone 50 MG Oral Tablet Box of 30 by Alliance,Marketed Product
43024528,OMOP4839633,Spironolactone 50 MG Oral Tablet Box of 30 by Biogaran,Marketed Product
21151731,OMOP382434,Spironolactone 50 MG Oral Tablet Box of 30 by Ivax,Marketed Product
21131950,OMOP382429,Spironolactone 50 MG Oral Tablet Box of 30 by Kent,Marketed Product
43024529,OMOP4839634,Spironolactone 50 MG Oral Tablet Box of 30 by Pfizer,Marketed Product
43024527,OMOP4839632,Spironolactone 50 MG Oral Tablet Box of 30 by Ranbaxy,Marketed Product
21131951,OMOP382433,Spironolactone 50 MG Oral Tablet Box of 30 by TEVA,Marketed Product
43024526,OMOP4839631,Spironolactone 50 MG Oral Tablet Box of 30 by Zentiva,Marketed Product
41177460,OMOP2375422,Spironolactone 50 MG Oral Tablet Box of 48,Clinical Drug Box
41270797,OMOP2468759,Spironolactone 50 MG Oral Tablet Box of 50,Clinical Drug Box
41146554,OMOP2344516,Spironolactone 50 MG Oral Tablet Box of 500,Clinical Drug Box
41177458,OMOP2375420,Spironolactone 50 MG Oral Tablet Box of 5000,Clinical Drug Box
41101410,OMOP2299372,Spironolactone 50 MG Oral Tablet Box of 50 by AAA-Pharma,Marketed Product
41069946,OMOP2267908,Spironolactone 50 MG Oral Tablet Box of 50 by Azupharma,Marketed Product
40945283,OMOP2143245,Spironolactone 50 MG Oral Tablet Box of 50 by Novartis,Marketed Product
40913950,OMOP2111912,Spironolactone 50 MG Oral Tablet Box of 50 by Ratiopharm,Marketed Product
41146552,OMOP2344514,Spironolactone 50 MG Oral Tablet Box of 600,Clinical Drug Box
43141207,OMOP504679,Spironolactone 50 MG Oral Tablet Box of 90,Clinical Drug Box
43024530,OMOP4839635,Spironolactone 50 MG Oral Tablet Box of 90 by Biogaran,Marketed Product
43024531,OMOP4839636,Spironolactone 50 MG Oral Tablet Box of 90 by Pfizer,Marketed Product
21033851,OMOP382412,Spironolactone 50 MG Oral Tablet by A A H,Marketed Product
40749853,OMOP4707407,Spironolactone 50 MG Oral Tablet by Accord,Marketed Product
21024095,OMOP382414,Spironolactone 50 MG Oral Tablet by Actavis,Marketed Product
36504683,OMOP4834940,Spironolactone 50 MG Oral Tablet by Aliud,Marketed Product
21024094,OMOP382407,Spironolactone 50 MG Oral Tablet by Alliance,Marketed Product
21053563,OMOP382416,Spironolactone 50 MG Oral Tablet by Almus,Marketed Product
35151359,OMOP4808406,Spironolactone 50 MG Oral Tablet by Choseido,Marketed Product
21141890,OMOP382411,Spironolactone 50 MG Oral Tablet by DE,Marketed Product
21141891,OMOP382415,Spironolactone 50 MG Oral Tablet by Ivax,Marketed Product
21092775,OMOP382406,Spironolactone 50 MG Oral Tablet by Kent,Marketed Product
21033850,OMOP382405,Spironolactone 50 MG Oral Tablet by Mawdsley-Brooks,Marketed Product
40749854,OMOP4707406,Spironolactone 50 MG Oral Tablet by NorthStar Healthcare Unlimited Company,Marketed Product
21112483,OMOP382413,Spironolactone 50 MG Oral Tablet by TEVA,Marketed Product
21083001,OMOP382408,Spironolactone 50 MG Oral Tablet by Waymade,Marketed Product
35151125,OMOP4808172,Spironolactone 50 MG Oral Tablet by Yoshindo,Marketed Product
19023825,200815,Spironolactone 50 MG Oral Tablet [Diatensec],Branded Drug
40871320,OMOP2069282,Spironolactone 50 MG Oral Tablet [Duraspiron],Branded Drug
41058241,OMOP2256203,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 100,Branded Drug Box
40871319,OMOP2069281,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 1000,Branded Drug Box
41164083,OMOP2362045,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 100 by Mylan,Marketed Product
41307955,OMOP2505917,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 20,Branded Drug Box
41195393,OMOP2393355,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 20 by Mylan,Marketed Product
41027081,OMOP2225043,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 50,Branded Drug Box
40964740,OMOP2162702,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 500,Branded Drug Box
41164084,OMOP2362046,Spironolactone 50 MG Oral Tablet [Duraspiron] Box of 50 by Mylan,Marketed Product
43654099,OMOP777042,Spironolactone 50 MG Oral Tablet [Jenaspiron],Branded Drug
40902339,OMOP2100301,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 100,Branded Drug Box
41038650,OMOP2236612,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 100 by Jenapharm,Marketed Product
41226473,OMOP2424435,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 100 by Mibe,Marketed Product
40871318,OMOP2069280,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 20,Branded Drug Box
40822206,OMOP2020168,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 20 by Jenapharm,Marketed Product
41257316,OMOP2455278,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 20 by Mibe,Marketed Product
40964739,OMOP2162701,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 50,Branded Drug Box
41007618,OMOP2205580,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 50 by Jenapharm,Marketed Product
41069945,OMOP2267907,Spironolactone 50 MG Oral Tablet [Jenaspiron] Box of 50 by Mibe,Marketed Product
43725904,OMOP777052,Spironolactone 50 MG Oral Tablet [Jenaspiron] by Mibe,Marketed Product
19023826,200816,Spironolactone 50 MG Oral Tablet [Laractone],Branded Drug
43725903,OMOP776988,Spironolactone 50 MG Oral Tablet [Osyrol],Branded Drug
41089784,OMOP2287746,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 1000,Branded Drug Box
40840186,OMOP2038148,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 1200,Branded Drug Box
40996045,OMOP2194007,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 20,Branded Drug Box
40945279,OMOP2143241,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 20 by Sanofi,Marketed Product
41027073,OMOP2225035,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 250,Branded Drug Box
41152622,OMOP2350584,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 300,Branded Drug Box
41195390,OMOP2393352,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 300 by Sanofi,Marketed Product
41058240,OMOP2256202,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 50,Branded Drug Box
41027072,OMOP2225034,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 500,Branded Drug Box
41226467,OMOP2424429,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 50 by Sanofi,Marketed Product
41214928,OMOP2412890,Spironolactone 50 MG Oral Tablet [Osyrol] Box of 600,Branded Drug Box
43779883,OMOP776999,Spironolactone 50 MG Oral Tablet [Osyrol] by Sanofi,Marketed Product
40902329,OMOP2100291,Spironolactone 50 MG Oral Tablet [Sincomen],Branded Drug
40840185,OMOP2038147,Spironolactone 50 MG Oral Tablet [Sincomen] Box of 20,Branded Drug Box
41276855,OMOP2474817,Spironolactone 50 MG Oral Tablet [Sincomen] Box of 28,Branded Drug Box
40871310,OMOP2069272,Spironolactone 50 MG Oral Tablet [Sincomen] Box of 50,Branded Drug Box
41152620,OMOP2350582,Spironolactone 50 MG Oral Tablet [Sincomen] Box of 500,Branded Drug Box
42970786,OMOP4697210,Spironolactone 50 MG Oral Tablet [SPIRACTON],Branded Drug
43797839,OMOP777020,Spironolactone 50 MG Oral Tablet [Spirobeta],Branded Drug
40996048,OMOP2194010,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 100,Branded Drug Box
41164082,OMOP2362044,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 100 by Betapharm,Marketed Product
40996049,OMOP2194011,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 20,Branded Drug Box
41132725,OMOP2330687,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 20 by Betapharm,Marketed Product
41089791,OMOP2287753,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 50,Branded Drug Box
40882992,OMOP2080954,Spironolactone 50 MG Oral Tablet [Spirobeta] Box of 50 by Betapharm,Marketed Product
43815902,OMOP777030,Spironolactone 50 MG Oral Tablet [Spirobeta] by Betapharm,Marketed Product
43852015,OMOP777104,Spironolactone 50 MG Oral Tablet [Spiro-Ct],Branded Drug
19023828,200818,Spironolactone 50 MG Oral Tablet [Spiroctan],Branded Drug
40933507,OMOP2131469,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 100,Branded Drug Box
41038649,OMOP2236611,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 100 by AbZ-Pharma,Marketed Product
40902338,OMOP2100300,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 20,Branded Drug Box
41132726,OMOP2330688,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 20 by AbZ-Pharma,Marketed Product
41152628,OMOP2350590,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 30,Branded Drug Box
40882993,OMOP2080955,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 30 by AbZ-Pharma,Marketed Product
41120993,OMOP2318955,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 50,Branded Drug Box
40976265,OMOP2174227,Spironolactone 50 MG Oral Tablet [Spiro-Ct] Box of 50 by AbZ-Pharma,Marketed Product
43581900,OMOP777115,Spironolactone 50 MG Oral Tablet [Spiro-Ct] by AbZ-Pharma,Marketed Product
40840194,OMOP2038156,Spironolactone 50 MG Oral Tablet [Spirogamma],Branded Drug
40902337,OMOP2100299,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 100,Branded Drug Box
41132724,OMOP2330686,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 100 by Woerwag,Marketed Product
41307954,OMOP2505916,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 20,Branded Drug Box
41164081,OMOP2362043,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 20 by Woerwag,Marketed Product
40996047,OMOP2194009,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 50,Branded Drug Box
41007617,OMOP2205579,Spironolactone 50 MG Oral Tablet [Spirogamma] Box of 50 by Woerwag,Marketed Product
43672233,OMOP777159,Spironolactone 50 MG Oral Tablet [Spirogamma] by Woerwag,Marketed Product
19003571,104228,Spironolactone 50 MG Oral Tablet [Spirolone],Branded Drug
41120992,OMOP2318954,Spironolactone 50 MG Oral Tablet [Spirono],Branded Drug
40840193,OMOP2038155,Spironolactone 50 MG Oral Tablet [Spirono] Box of 100,Branded Drug Box
41257315,OMOP2455277,Spironolactone 50 MG Oral Tablet [Spirono] Box of 100 by Puren,Marketed Product
41183622,OMOP2381584,Spironolactone 50 MG Oral Tablet [Spirono] Box of 20,Branded Drug Box
41288383,OMOP2486345,Spironolactone 50 MG Oral Tablet [Spirono] Box of 20 by Puren,Marketed Product
41152627,OMOP2350589,Spironolactone 50 MG Oral Tablet [Spirono] Box of 50,Branded Drug Box
40902336,OMOP2100298,Spironolactone 50 MG Oral Tablet [Spirono] Box of 500,Branded Drug Box
40976264,OMOP2174226,Spironolactone 50 MG Oral Tablet [Spirono] Box of 50 by Puren,Marketed Product
43690115,OMOP777214,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma],Branded Drug
40871317,OMOP2069279,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 100,Branded Drug Box
41288382,OMOP2486344,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 100 by 1 A,Marketed Product
41089790,OMOP2287752,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 20,Branded Drug Box
40945282,OMOP2143244,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 20 by 1 A,Marketed Product
41307953,OMOP2505915,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 50,Branded Drug Box
40976263,OMOP2174225,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] Box of 50 by 1 A,Marketed Product
43599915,OMOP777225,Spironolactone 50 MG Oral Tablet [Spironolacton - 1 A Pharma] by 1 A,Marketed Product
43599916,OMOP777282,Spironolactone 50 MG Oral Tablet [Spironolacton 50 Heumann],Branded Drug
43707937,OMOP777293,Spironolactone 50 MG Oral Tablet [Spironolacton 50 Heumann] by Heumann,Marketed Product
43725906,OMOP777260,Spironolactone 50 MG Oral Tablet [Spironolacton Aaa-Pharma],Branded Drug
43852017,OMOP777271,Spironolactone 50 MG Oral Tablet [Spironolacton Aaa-Pharma] by AAA-Pharma,Marketed Product
40902335,OMOP2100297,Spironolactone 50 MG Oral Tablet [Spironolacton Accedo],Branded Drug
41027080,OMOP2225042,Spironolactone 50 MG Oral Tablet [Spironolacton Accedo] Box of 100,Branded Drug Box
41038648,OMOP2236610,Spironolactone 50 MG Oral Tablet [Spironolacton Accedo] Box of 100 by Accedo,Marketed Product
40902334,OMOP2100296,Spironolactone 50 MG Oral Tablet [Spironolacton Accedo] Box of 50,Branded Drug Box
41132723,OMOP2330685,Spironolactone 50 MG Oral Tablet [Spironolacton Accedo] Box of 50 by Accedo,Marketed Product
41307952,OMOP2505914,Spironolactone 50 MG Oral Tablet [Spironolacton Al],Branded Drug
41245892,OMOP2443854,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 100,Branded Drug Box
41007615,OMOP2205577,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 100 by Aliud,Marketed Product
40840192,OMOP2038154,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 20,Branded Drug Box
41288381,OMOP2486343,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 20 by Aliud,Marketed Product
41120991,OMOP2318953,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 50,Branded Drug Box
41007616,OMOP2205578,Spironolactone 50 MG Oral Tablet [Spironolacton Al] Box of 50 by Aliud,Marketed Product
43672234,OMOP777203,Spironolactone 50 MG Oral Tablet [Spironolacton Al] by Aliud,Marketed Product
43834097,OMOP777236,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo],Branded Drug
40871316,OMOP2069278,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 100,Branded Drug Box
41132722,OMOP2330684,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 100 by Aristo,Marketed Product
40822088,OMOP2020050,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 20,Branded Drug Box
41007614,OMOP2205576,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 20 by Aristo,Marketed Product
40964738,OMOP2162700,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 50,Branded Drug Box
41257314,OMOP2455276,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] Box of 50 by Aristo,Marketed Product
43690116,OMOP777247,Spironolactone 50 MG Oral Tablet [Spironolacton Aristo] by Aristo,Marketed Product
41120990,OMOP2318952,Spironolactone 50 MG Oral Tablet [Spironolacton Awd],Branded Drug
40996046,OMOP2194008,Spironolactone 50 MG Oral Tablet [Spironolacton Awd] Box of 100,Branded Drug Box
41089789,OMOP2287751,Spironolactone 50 MG Oral Tablet [Spironolacton Awd] Box of 20,Branded Drug Box
41183620,OMOP2381582,Spironolactone 50 MG Oral Tablet [Spironolacton Awd] Box of 50,Branded Drug Box
43725905,OMOP777062,Spironolactone 50 MG Oral Tablet [Spironolacton Dura],Branded Drug
40933506,OMOP2131468,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 100,Branded Drug Box
41007613,OMOP2205575,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 100 by Mylan,Marketed Product
41027079,OMOP2225041,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 20,Branded Drug Box
41226472,OMOP2424434,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 20 by Mylan,Marketed Product
41152626,OMOP2350588,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 50,Branded Drug Box
41226471,OMOP2424433,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] Box of 50 by Mylan,Marketed Product
43599914,OMOP777072,Spironolactone 50 MG Oral Tablet [Spironolacton Dura] by Mylan,Marketed Product
43141209,OMOP504686,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE BIOGARAN],Branded Drug
43152305,OMOP504687,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE BIOGARAN] Box of 30,Branded Drug Box
43141210,OMOP504688,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE BIOGARAN] Box of 30 by Biogaran,Marketed Product
43174419,OMOP504689,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE BIOGARAN] Box of 90,Branded Drug Box
43196277,OMOP504690,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE BIOGARAN] Box of 90 by Biogaran,Marketed Product
43152306,OMOP504695,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE PFIZER],Branded Drug
43152307,OMOP504696,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE PFIZER] Box of 30,Branded Drug Box
43163403,OMOP504697,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE PFIZER] Box of 30 by Pfizer,Marketed Product
43207167,OMOP504698,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE PFIZER] Box of 90,Branded Drug Box
43174422,OMOP504699,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE PFIZER] Box of 90 by Pfizer,Marketed Product
40840189,OMOP2038151,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM],Branded Drug
41152619,OMOP2350581,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 100,Branded Drug Box
40851721,OMOP2049683,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 100 by Emra-Med,Marketed Product
40851723,OMOP2049685,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 100 by Eurim-Pharm,Marketed Product
40871309,OMOP2069271,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 20,Branded Drug Box
40976260,OMOP2174222,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 20 by Emra-Med,Marketed Product
43174420,OMOP504693,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 30,Branded Drug Box
43174421,OMOP504694,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 30 by Ratiopharm,Marketed Product
41058239,OMOP2256201,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 50,Branded Drug Box
41226466,OMOP2424428,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 50 by Emra-Med,Marketed Product
41195391,OMOP2393353,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] Box of 50 by Eurim-Pharm,Marketed Product
43743990,OMOP777093,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RATIOPHARM] by Ratiopharm,Marketed Product
43163404,OMOP504700,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RPG],Branded Drug
43174423,OMOP504701,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RPG] Box of 30,Branded Drug Box
43196278,OMOP504702,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE RPG] Box of 30 by Ranbaxy,Marketed Product
41152625,OMOP2350587,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE SANDOZ],Branded Drug
41152624,OMOP2350586,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE SANDOZ] Box of 100,Branded Drug Box
41276858,OMOP2474820,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE SANDOZ] Box of 50,Branded Drug Box
41319795,OMOP2517757,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE SANDOZ] Box of 50 by Novartis,Marketed Product
43174424,OMOP504703,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE ZENTIVA],Branded Drug
43218182,OMOP504704,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE ZENTIVA] Box of 30,Branded Drug Box
43207168,OMOP504705,Spironolactone 50 MG Oral Tablet [SPIRONOLACTONE ZENTIVA] Box of 30 by Sanofi,Marketed Product
40902333,OMOP2100295,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann],Branded Drug
40933505,OMOP2131467,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 100,Branded Drug Box
40945281,OMOP2143243,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 100 by Heumann,Marketed Product
41120989,OMOP2318951,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 20,Branded Drug Box
41007612,OMOP2205574,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 20 by Heumann,Marketed Product
41245891,OMOP2443853,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 250,Branded Drug Box
41226470,OMOP2424432,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 250 by Heumann,Marketed Product
41276860,OMOP2474822,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 50,Branded Drug Box
41257313,OMOP2455275,Spironolactone 50 MG Oral Tablet [Spironolacton Heumann] Box of 50 by Heumann,Marketed Product
43617887,OMOP777126,Spironolactone 50 MG Oral Tablet [Spironolacton Hexal],Branded Drug
43797840,OMOP777136,Spironolactone 50 MG Oral Tablet [Spironolacton Hexal] by Hexal,Marketed Product
41276859,OMOP2474821,Spironolactone 50 MG Oral Tablet [Spironolacton Lindopharm],Branded Drug
40902332,OMOP2100294,Spironolactone 50 MG Oral Tablet [Spironolacton Lindopharm] Box of 20,Branded Drug Box
41195392,OMOP2393354,Spironolactone 50 MG Oral Tablet [Spironolacton Lindopharm] Box of 20 by Aristo,Marketed Product
43654100,OMOP777170,Spironolactone 50 MG Oral Tablet [Spironolacton Stada],Branded Drug
41027078,OMOP2225040,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 100,Branded Drug Box
41288380,OMOP2486342,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 100 by Stada,Marketed Product
40840191,OMOP2038153,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 48,Branded Drug Box
41069944,OMOP2267906,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 48 by Stada,Marketed Product
40933504,OMOP2131466,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 50,Branded Drug Box
40976262,OMOP2174224,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] Box of 50 by Stada,Marketed Product
43834096,OMOP777181,Spironolactone 50 MG Oral Tablet [Spironolacton Stada] by Stada,Marketed Product
40840184,OMOP2038146,Spironolactone 50 MG Oral Tablet [Supra Puren],Branded Drug
41058233,OMOP2256195,Spironolactone 50 MG Oral Tablet [Supra Puren] Box of 20,Branded Drug Box
41307948,OMOP2505910,Spironolactone 50 MG Oral Tablet [Supra Puren] Box of 50,Branded Drug Box
40964732,OMOP2162694,Spironolactone 50 MG Oral Tablet [Supra Puren] Box of 500,Branded Drug Box
41245889,OMOP2443851,Spironolactone 50 MG Oral Tablet [Verospiron],Branded Drug
41214932,OMOP2412894,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 100,Branded Drug Box
41101408,OMOP2299370,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 100 by Hormosan,Marketed Product
40871314,OMOP2069276,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 20,Branded Drug Box
41226469,OMOP2424431,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 20 by Hormosan,Marketed Product
41089788,OMOP2287750,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 50,Branded Drug Box
40945280,OMOP2143242,Spironolactone 50 MG Oral Tablet [Verospiron] Box of 50 by Hormosan,Marketed Product
43599913,OMOP776967,Spironolactone 50 MG [Osyrol],Branded Drug Comp
41077538,OMOP2275500,Spironolactone 50 MG [Sagisal],Branded Drug Comp
41295797,OMOP2493759,Spironolactone 50 MG [Sincomen],Branded Drug Comp
42970787,OMOP4697211,Spironolactone 50 MG [SPIRACTON],Branded Drug Comp
43815900,OMOP776811,Spironolactone 50 MG [Spirobeta],Branded Drug Comp
43617885,OMOP776856,Spironolactone 50 MG [Spiro-Ct],Branded Drug Comp
19117247,565466,Spironolactone 50 MG [Spiroctan],Branded Drug Comp
40952587,OMOP2150549,Spironolactone 50 MG [Spirogamma],Branded Drug Comp
19115801,563555,Spironolactone 50 MG [Spirolone],Branded Drug Comp
40859126,OMOP2057088,Spironolactone 50 MG [Spirono],Branded Drug Comp
43761827,OMOP776922,Spironolactone 50 MG [Spironolacton - 1 A Pharma],Branded Drug Comp
43617886,OMOP776956,Spironolactone 50 MG [Spironolacton 50 Heumann],Branded Drug Comp
43599912,OMOP776945,Spironolactone 50 MG [Spironolacton Aaa-Pharma],Branded Drug Comp
40890440,OMOP2088402,Spironolactone 50 MG [Spironolacton Accedo],Branded Drug Comp
41108955,OMOP2306917,Spironolactone 50 MG [Spironolacton Al],Branded Drug Comp
43725902,OMOP776934,Spironolactone 50 MG [Spironolacton Aristo],Branded Drug Comp
